USER,DATE,STAR,LIKE,TITLE,REVIEW
frontheadlock,2021-11-22 07:23:10-07:00,2,0,"Great app, started crashing with iOS 14","I have loved this app for years. Best one on the App Store, not even close to the second. Since updating to iOS 14 (or whenever the Focus modes were added as a feature), the app will close itself in the middle of the night and lose its data. That would usually be the worst thing, but since it is my only alarm, I also end up waking up late for work. My wife’s phone does the same thing. I have an iPhone 13 pro, and my wife has an 11 Pro. It has reproduced itself with iOS 15. 

As soon as this bug gets fixed, I will be quickly changing this to 5 stars."
lr_reintegrating2021,2021-11-22 04:44:10-07:00,3,0,Automatically track sleep function?,"I need to learn more about the app, but from what I do know is you have to start it to record your sleep.  I had a cheaper smart watch that would automatically track my sleep by my heart rate.   I wish my Apple Watch did that."
Loves ihome,2021-11-22 02:46:37-07:00,5,0,Used it daily for like 5+ years,"It works, I use it every day and have for 5 or more years now.

Dig it."
DrestinBlack2021,2021-11-22 01:28:21-07:00,5,0,"Read this please, I have something good for our souls","I stood in line once to buy the very first iPhone. Yes the first one. I held it my hand and figured that either the founder had sold his soul or hiked into the hills and found a crashed space craft and used the technology. I’ve seen life without the internet. Cell phones. And texting or email. What can I possibly say that would guide you?

TIME FOR BED! IF I HAVE TO GET UP ONE MORE TIME AND COME IN THERE… I WILL TURN THIS CABIN AROUND RIGHT NOW…

Old people. We don’t know much but we know stuff. And the saying

 “early to bed and early to rise, will make us healthy, wealthy, and wise” 

It’s a real thing. Look it up. But until then use this app my son and my daughter (Nicalas & McKenzie) Get some rest. You more than any other generation are gonna need a good night sleep.

Don’t worry about tomorrow, for tomorrow will have its own problems to solve..

-someoldguy you use to know"
sedreg haon,2021-11-22 01:19:20-07:00,3,0,"great app, big problem","it's a great app, simple to use. only major problem is that half the time it closes itself out after i've fallen asleep so the alarm doesn't go off in the morning. if it weren't for that, five stars."
Kimchi Boii,2021-11-22 01:14:38-07:00,5,0,Straight fire,"Had this app since 2012, I love y’all."
Cilojustice,2021-11-21 23:32:44-07:00,5,0,Amazing!,"I love it, I'm so awake when I wake and it makes me feel good as a whole, I've used it so much to train my sleep schedule that even if I accidentally turn off my phone It stays in.

I just hope it will soon be able to use Fitbit to help It sometimes messes up, but it's never that bad of a mess up, and it helps overall.

I do wish they would join Fitbit! But that’s me, amazing app and one of few worth the subscription.

I’ve used it for +4 years now
And still frequently use it!"
Setyko,2021-11-21 23:23:04-07:00,1,0,Wakes you up during sleep.,it wakes me up at night with random vibrating notifications about the app. How stupid?!
amlgo40,2021-11-21 22:29:03-07:00,5,0,Mr,Work straight
Ariel Rivas,2021-11-21 22:17:52-07:00,5,0,Using this app for more than 5 years in a row,Best sleep tracker and alarm period.
Opie246899,2021-11-21 22:16:56-07:00,5,0,Excellent !,I've been using this app for 7 years !
Seanb976854378,2021-11-21 20:24:18-07:00,5,0,Amazing App,"I’ve been using this app for YEARS now and it’s never really failed me. It works great and provides me with valuable insights into my sleep patterns. Also, the rain on car roof sleep sound is 😘👌🏼 I had a feature request that I submitted to the team and they updated the app to fix my problem within like a week or something. It was FAST, and they listen. Great team, great app."
Tracy in Virginia,2021-11-21 19:53:22-07:00,5,0,Amazing,Been using app for a couple years. Very valuable data and like the recent updates to include more “sound machine” choices. Highly recommend this app to track your sleep. Tip: set alarm window for 20 minutes instead of 30.
Branshr40,2021-11-21 16:33:53-07:00,5,0,The Best Alarm/Sleep Journal App in the Store,"I have used this app for almost 3 years now and I can say that this is, without a doubt, the best alarm and sleep journal combo app that is on the app market today. You can use it for fee as a great alarm. If you decide to get a subscription, like me, you can monitor your sleep patterns, record your snoring/sleep talking, and actually improve your sleep without medication. I have always had a problem with waking up with other alarms. I used to use 3 or 4 alarms to wake up; however, this app’s Phillips hue integration and smart alarm option wakes me up during my lightest sleep with the lights gradually getting brighter so it’s an easy transition from asleep to awake. I never feel groggy anymore and I never wake up feeling exhausted. Like I said, I have had the sleep app for 3 years and it has never failed me yet."
Hotman2103,2021-11-21 16:32:51-07:00,3,0,Good to track sleep but lack of updates and new content,I would really like if there were different sounds added every couple months or so. It would help keep the app fresh and it would be cool to have something new to wake up each morning. Also more personalized tips in general on how to improve your own sleep.
bribery much,2021-11-21 10:38:38-07:00,5,0,Very helpful,This app has helped me with going to bed and waking at the same time daily. It’s helped me recognize things that help or hurt my sleep. I now wake easily and rested. I love this app!!! I e recommended it to several different people.
Creolewoman,2021-11-21 10:13:15-07:00,5,0,Brenda,This is the most fabulous sleep app in the world ever.  I have recommended it to ALL my family and friends.
Ms.suzzyq,2021-11-21 09:38:43-07:00,1,0,Randomly crashing,I’ve used this app for ages and have a paid subscription. This week it has twice crashed during the night. I was nearly late for work when it did this! It did it again last night and I verified it was set before going to sleep. Thankfully it was the weekend. I’m going to have to find a new app for my alarm and sleep tracker as I need reliability.
thisnaneistaken,2021-11-21 08:28:51-07:00,5,0,My secret addiction,"I’m addicted to this app. Use it EVERY night and have for last few years. Have learned things about myself that I never knew. I’ve taken steps to become healthier, increase # of steps I take per day, implemented tips on reducing snoring, started keeping a little daily diary which may help me glean info on how daily activity impacts my sleep habits."
krismouse,2021-11-21 07:36:26-07:00,5,0,Very helpful for chronic illness,"The most interesting information I get from this app is that my sleep quality is better than I thought. Because of fibromyalgia I always wake up sore and fatigued, as if I didn’t really sleep. The app shows whether that’s true (sometimes it is) or a distortion (which is often the case).

The app confirms that I take a long time to fall asleep — usually more than 30 minutes — and helps me track which practices alleviate or exacerbate this problem.

I *love* the gentle wake up that doesn’t go off until you’re no longer in deep sleep. It rarely wakes me abruptly from a deep sleep, and if it does, it's because my wake time is set earlier than usual. When I stick to my normal schedule, it's fantastic."
