타임스탬프,나이가 어떻게 되시나요?,성별이 어떻게 되시나요?,현재 어떤 신분이신가요?,수면과 관련하여 어려움을 겪으시나요?,스마트 워치를 사용하시나요?,스마트 워치를 차고 주무시나요?,수면 어플을 써보신 적이 있으신가요?,어떤 어플을 쓰셨나요?,어플을 사용하신 이유가 무엇인가요?,가장 잠이 필요한 시기나 순간은 언제인가요? (ex. 시험 기간),잠을 잘 못 잘 때 어떤 방법으로 해결하시나요?,가장 잠이 필요한 시기나 순간은 언제인가요? (ex. 시험 기간),잠을 잘 못 잘 때 어떤 방법으로 해결하시나요?
12-8-2021 13:19:33,20,여성,학생,7,아니오,아니오,아니오,,,,,시험기간,잠오는 asmr을 들음
12-8-2021 13:26:27,20,남성,학생,6,아니오,아니오,아니오,,,,,"시험기간, 늦게까지 핸드폰하다가 잠이안올때",잠이 올때까지 핸드폰을 한다
12-8-2021 13:34:52,22,남성,학생,8,예,예,아니오,,,,,시험기간,에너지드리으
12-8-2021 13:40:29,21,여성,학생,7,예,아니오,네,슬립지,수면 분석 리포트,밤,안 잔다,,
12-8-2021 13:41:16,21,여성,학생,7,아니오,아니오,네,슬립사이클,"수면 모니터링, 수면 분석 리포트",매일,음악을듣거나 양을셈,,
12-8-2021 14:06:02,31,여성,학생,7,아니오,아니오,아니오,,,,,시험 기간,물을 마시거나 음식을 배부르게 먹고 다시 눕는다
12-8-2021 14:28:33,26,남성,학생,4,예,아니오,아니오,,,,,시험 직전,
12-8-2021 14:31:09,20,여성,학생,3,아니오,아니오,아니오,,,,,중요한 일을 앞둔 날,Asmr
12-8-2021 14:48:16,23,여성,학생,8,예,예,아니오,,,,,시험기간,너무 피곤해서 골아떨어질때까지 기다린다
12-8-2021 15:29:06,24,여성,학생,9,아니오,아니오,아니오,,,,,출장갈때,오르골을틀어둠
12-8-2021 15:51:42,20,여성,학생,8,아니오,아니오,아니오,,,,,시험 기간  ,해결방법을 아직 찾지 못해서 잠에 들때까지 눈을 감고 있는다.
12-8-2021 16:00:57,25,여성,시험 준비생,9,아니오,아니오,아니오,,,,,시험기간,asmr듣기
12-8-2021 16:07:25,20,여성,학생,8,아니오,아니오,아니오,,,,,시험보기 전이나 여행가기 전,몸을 따뜻하게 하고 잠자는 걸 시도해보고 안되면 그냥 휴대폰하며 밤을 새운다
12-8-2021 16:21:47,26,남성,학생,6,아니오,아니오,아니오,,,,,다음날 1교시 수업일때,불끄고 누워서 잠이올때까지 아무생각안하기
12-8-2021 16:30:26,19세,여성,학생,3,아니오,아니오,아니오,,,,,매일매일 하루 일과를 끝마치면 수면이 필요하다,계속 누워있는다
12-8-2021 16:51:16,24,남성,학생,7,예,예,아니오,,,,,피곤한데 잠이 안오는 불면증을 겪을 때. 불규칙적.,운동
12-8-2021 16:59:41,21,여성,학생,7,아니오,아니오,아니오,,,,,시험기간,잘때까지 뒤척이기
12-8-2021 16:59:56,25,여성,시험 준비생,10,아니오,아니오,아니오,,,,,일찍일어나야할때,유튜브 틀어놓고 잠
12-8-2021 17:16:46,26,남성,학생,8,아니오,아니오,아니오,,,,,항상,안대와 이어플러그 착용
12-8-2021 17:16:52,22,여성,학생,2,아니오,아니오,아니오,,,,,졸릴 때,라면 먹음
12-8-2021 17:22:48,20,남성,학생,8,아니오,아니오,아니오,,,,,"중요한 일이 있는 전날 (공모전제출,시험,발표)",ASMR을 들으며 눈을감고 자려고 노력한다.
12-8-2021 17:26:05,23,여성,학생,3,아니오,아니오,네,기억안남.,수면 모니터링,딱히없는데.. 신경쓸게 많을때?,"계속 눈 감고있거나 양세기, 수면유도음악",,
12-8-2021 17:38:44,23,여성,시험 준비생,9,예,아니오,아니오,,,,,언제나,유튜브로 수면유도 영상틀어놓고 자기
12-8-2021 17:42:36,24,여성,프리랜서,10,아니오,아니오,네,기억이 안나요,"코골이, 이갈이 등 녹음",항상 매일 .. 피곤할 때,그냥 버텨요 언젠가는 자겠지 하고 계속 깨있는걸로 그냥 포기했어요,,
12-8-2021 17:45:29,20,남성,학생,7,아니오,아니오,아니오,,,,,퇴근 후,잠이ㅜ안 올 것 같은 날은 마리 운동이나 외출로 피로를 쌓아둡니다
12-8-2021 18:28:54,23,여성,학생,8,예,예,네,가민,수면 분석 리포트,"시험기간, 일찍부터 일정이 있을 때",넷플릭스 헤드스페이스 인터렉티브에서 해변가 듣고 자기..? 넷플릭스 볼 거 없는데 이거 때문에 아직도 구독하고 있어요ㅠㅠ,,
12-8-2021 18:31:01,22,여성,학생,10,아니오,아니오,아니오,,,,,시험기간,Asmr
12-8-2021 18:32:40,20,남성,학생,3,아니오,아니오,아니오,,,,,피곤,생각
12-8-2021 18:45:21,23,여성,학생,3,아니오,아니오,아니오,,,,,머리아플때,노래틀기
12-8-2021 18:50:42,22살,여성,학생,8,아니오,아니오,아니오,,,,,항상 필요합니다.,핸드폰을 하거나 계속 누워서 잠에 들려고 노력합니다.
12-8-2021 19:00:35,22,여성,학생,10,아니오,아니오,아니오,,,,,시험기간,무작정 눈을 감고 있는다.
12-8-2021 19:08:10,23,여성,취준생,6,예,예,아니오,,,,,시험기간,멍때리며 졸릴때까지 기다린다
12-8-2021 19:27:06,22,여성,학생,3,예,예,아니오,,,,,시험기간,핸드폰
12-8-2021 19:30:18,21,여성,학생,6,아니오,아니오,네,Asmr  아무앱,수면 유도,"알바 힘든날.. ,시험기간,  정신적으로 힘든날",바로 일어나서 과제하거나 핸드폰해서 눈을ㅊ아프게 한다,,
12-8-2021 19:30:44,만 22세,여성,학생,7,예,예,아니오,,,,,"기분이 좋지 않을 때, 시험 기간 등",가만히 누워 잠드려 노력한다.
12-8-2021 19:31:31,23,여성,학생,10,예,예,아니오,,,,,데이 실습가기 전,커피를 먹거나 포도당캔디룰 머거여
12-8-2021 19:45:30,21,여성,학생,8,아니오,아니오,네,슬립사이클,수면 분석 리포트,시험 기간,ASMR,,
12-8-2021 19:46:52,현재 만20세 ,남성,학생,6,아니오,아니오,아니오,,,,,"항상, 다음날 운동/공부 집중할 필요 있을 때",최대한 눈을 감고 침대에 눕는다 
12-8-2021 19:58:54,25,여성,학생,8,아니오,아니오,아니오,,,,,시험기간,"음악 감상, 약"
12-8-2021 19:59:29,2,여성,학생,8,아니오,아니오,네,아이폰 기본 앱,수면 모니터링,시험기간,하루를 피곤하게 보낸다,,
12-8-2021 20:03:53,22,여성,학생,2,아니오,아니오,아니오,,,,,시험 기간,자려고 노력한다
12-8-2021 20:03:57,21,여성,학생,8,아니오,아니오,아니오,,,,,시간에 늦었고 내일 할 일이 있는데 잠이 안오는 순간,그냥 누워있거나 잠이 올때까지 폰이나 딴짓을 하다가 잔다
12-8-2021 20:04:38,20,여성,학생,10,아니오,아니오,네,핸드폰 기본 수면 어플,"수면 모니터링, 수면 분석 리포트",시험기간 전에 수면을 보충할 수 있을 때,눈감고 뒤척이기,,
12-8-2021 20:06:23,20,여성,학생,6,아니오,아니오,아니오,,,,,불안해서 잠이 오지 않을때,따듯하게 몸을 데우거나 인형을 안고 잔다
12-8-2021 20:06:54,20,남성,학생,8,아니오,아니오,아니오,,,,,지금,밤새고 다음날 조금 일찍자기
12-8-2021 20:09:21,20살,남성,학생,10,아니오,아니오,아니오,,,,,긴장하는 일이 있을때 특히 못잡니다,명상해요
12-8-2021 20:10:03,21,여성,학생,8,예,예,네,삼성헬스,"수면 모니터링, 수면 분석 리포트",시험 기간,그냥 잠이 올 때까지 눈을 감고 기다립니다,,
12-8-2021 20:15:11,20,여성,학생,7,아니오,아니오,아니오,,,,,시험기간,"중간중간 자기, 커피마시기"
12-8-2021 20:15:50,23,여성,학생,2,아니오,아니오,아니오,,,,,시험기간,"asmr,방송"
12-8-2021 20:21:49,21,여성,학생,6,예,아니오,아니오,,,,,"늘, 이른 아침 일정이 있을 때",10분정도 명상이나 스트레칭을 하고 눕거나 유튜브로 수면 유도 음악을 켜놓고 잔다.
12-8-2021 20:25:02,22,여성,학생,9,아니오,아니오,아니오,,,,,시험기간,유튜브로 ASMR 시청
12-8-2021 20:25:06,25,여성,학생,10,예,아니오,아니오,,,,,마감 다음날,휴대폰을 본다
12-8-2021 20:25:37,22,여성,학생,6,아니오,아니오,아니오,,,,,시험 기간,잠이 올 때까지 핸드폰을 본다
12-8-2021 20:29:04,22,여성,학생,9,아니오,아니오,아니오,,,,,"시험기간, 스트레스 많이 받아 잠이 안 올 때, 너무 많이 잔 날 저녁",Asmr을 듣거나 자는 것을 포기한다
12-8-2021 20:30:45,22,남성,학생,10,아니오,아니오,네,"삼성헬스, 녹음","수면 모니터링, 코골이, 이갈이 등 녹음",피곤할때,asmr을 듣거나 어두운곳으로 갑니다,,
12-8-2021 20:36:13,25,여성,학생,10,아니오,아니오,아니오,,,,,바쁘고 여유시간 없어서 스트레스받을때,명상 혹은 그냥 지쳐 쓰러질때까지 버티기 
12-8-2021 20:37:21,26,남성,학생,4,예,예,아니오,,,,,시험기간,"낮잠, 수면유도 ASMR 유튜브"
12-8-2021 20:53:05,20,여성,학생,5,예,아니오,아니오,,,,,스트레스를 많이 받은 날,잠 좀 잘 자게 해달라고 빌면서 마인드 컨트롤하기
12-8-2021 20:54:22,23,여성,학생,1,아니오,아니오,아니오,,,,,매순간,잘때까지 눈감고 버티기
12-8-2021 20:54:36,20,여성,학생,4,아니오,아니오,아니오,,,,,"시험기간, 점심시간",시간을 내서라도 자려고 함
12-8-2021 20:57:52,20,여성,학생,7,예,예,네,필로우,수면 분석 리포트,"시험 기간, 밥먹고 나서, 잠 올때",유튜브 보기,,
12-8-2021 21:01:36,21,여성,학생,8,아니오,아니오,네,슬립모니터,수면 분석 리포트,시험기간,잠올때까지 다른 일을 하거나 그냥 누워서 아무생각 안하려고 한다.,,
12-8-2021 21:08:04,21,남성,학생,9,아니오,아니오,네,슬립사이클,"알람, 수면 모니터링, 수면 분석 리포트",시험기간과 어떤 일이 있기 전날에 입니다,산책을 해요!,,
12-8-2021 21:09:45,22살 ,여성,기타,9,아니오,아니오,아니오,,,,,매일매일 ,브레이너제이 유튜브를 활용함
12-8-2021 21:11:45,22,여성,학생,1,예,아니오,아니오,,,,,시험기간이나 아플 때,유튜브 시청
12-8-2021 21:12:19,20,남성,학생,2,아니오,아니오,네,기억안남,수면 모니터링,과제 제출일 시험기간,그냥 누워있기 휴대폰,,
12-8-2021 21:16:53,23,남성,학생,8,예,예,아니오,,,,,시험 기간,버티다가 다음 날 몰아서 잔다
12-8-2021 21:19:09,22,여성,학생,9,예,예,아니오,,,,,다음날 일정이 빠듯할 때,계속 눈을 감고 최대한 자려고 노력합니다
12-8-2021 21:20:08,26,여성,직장인,8,예,예,아니오,,,,,평상시!,휴대폰 멀리두고 잠 자야한다고 주문걸기
12-8-2021 21:22:37,21(한국나이),여성,학생,8,예,아니오,아니오,,,,,"시험이 없는, 마음껏 자도 되는 기간",수면 유도제 / 운동
12-8-2021 21:22:53,21,여성,학생,9,아니오,아니오,아니오,,,,,"시험 기간, 일상에서의 규칙적인 수면 습관 필요",
12-8-2021 21:26:37,22,여성,학생,10,예,아니오,아니오,,,,,"시험기간, 다이어트 감량기","밤새기, 스트레칭, 유튜브 영상시청"
12-8-2021 21:28:15,20,여성,학생,5,아니오,아니오,네,슬립워치,알람,시험 기간,그냥 잠,,
12-8-2021 21:29:28,22,여성,학생,3,아니오,아니오,아니오,,,,,"마음에 걱정이 있을 때 , 시험 기간",유투브에 수면유도 노래를 튼다
12-8-2021 21:33:30,25,남성,학생,7,예,아니오,아니오,,,,,피곤한데 잠이 안올때,엄청 조용한 유튜브영상 보다가 졸기시작하면 잔다
12-8-2021 21:33:46,26,여성,학생,3,예,예,아니오,,,,,평상시 매일 ,"잔잔한 음악을 듣는다, 잠자리에서 일어나 책을 읽다가 졸리면 다시 자러 간다"
12-8-2021 21:33:58,21,남성,학생,7,아니오,아니오,아니오,,,,,시험 기간과 잠을 반드시 자야하는 때(중요한 일을 앞둔 상황 등),그냥 일어나서 책을 읽습니다. 
12-8-2021 21:34:34,22,여성,학생,6,아니오,아니오,네,기억이 안나요...,"수면 모니터링, 수면 분석 리포트, 수면 유도",스트레스로 인한 불면증,"몸 따뜻하게 하기, 따뜻한 우유 마시기, 휴대폰 안보기",,
12-8-2021 21:39:06,21,여성,학생,1,아니오,아니오,네,Asmr 어플(이름이 기억 안 나요...!),수면 유도,평상시(생활패턴 망가뜨리면 안 돼서),너무너무 자고 싶을 때는 술 마십니다... 잠 잘 와요,,
12-8-2021 21:39:09,22,여성,학생,8,아니오,아니오,네,슬립사이클,"수면 모니터링, 수면 분석 리포트",9시 수업이나 근로하는 날,왼쪽으로 누워서 베개 밑에 손 넣고 가만히 있는다,,
12-8-2021 21:39:11,28,여성,직장인,10,아니오,아니오,아니오,,,,,"9, 10월  3,4,5월",주말내내 자서 보충
12-8-2021 21:45:11,24,남성,학생,8,아니오,아니오,네,슬립사이클,"알람, 수면 분석 리포트","다음 날 9시 수업 있을 때, 알바 있을 때, 약속있을 때",취침 공간도 옮겨 보고 유튜브에 빗소리 asmr 틀어놓고 취침을 하는 경우가 많아요 그리고 최대한 눈을 뜨지 않으면서 심호흡을 하고 해파리 수면법이라고 심호흡을 하면서 온 몸에 천천히 힘을 빼는 수면법으로 어떻게든 잠드려고 시도하다 보면 잠이 들더라고요 하지만 근본적인 원인은 수면 패턴이 일정하지 못한 것과 자기 전에 스마트폰을 너무 많이 보는 것 같아요,,
12-8-2021 21:45:39,21,여성,학생,8,아니오,아니오,네,슬립사이클,"수면 모니터링, 수면 분석 리포트",밤. 새벽에.,몸을 따뜻하게 함.,,
12-8-2021 21:52:09,20,여성,학생,3,아니오,아니오,아니오,,,,,시험기간,계속 침대에 누워있습니다
12-8-2021 22:04:05,22,여성,학생,7,아니오,아니오,아니오,,,,,"시험 기간,자격증 준비기간",그냥 눈을 감고 있는다
12-8-2021 22:05:49,28,여성,학생,7,아니오,아니오,아니오,,,,,시험기간,영화보기
12-8-2021 22:08:12,20,여성,학생,8,아니오,아니오,아니오,,,,,새벽이 되기 전,졸릴때 까지 눈을 피로하게 함
12-8-2021 22:09:11,22,여성,학생,8,아니오,아니오,네,슬립사이클,"수면 모니터링, 수면 분석 리포트",잠자는 환경(장소)이 바뀌었을때,유튜브로 전생체험 최면 영상을 듣거나 평온한 음악을 듣는다,,
12-8-2021 22:09:16,21,여성,학생,3,아니오,아니오,네,슬립사이클,"수면 모니터링, 수면 분석 리포트",머리 아프거나 속이 미식거리는 등 몸이 안 좋을 때 잠으로 도피하고 싶을 때,asmr을 듣거나 숨을 천천히 들이마셨다가 내쉽니다,,
12-8-2021 22:11:09,21,여성,학생,10,아니오,아니오,아니오,,,,,항상...,쪽잠을 잔다
12-8-2021 22:13:53,22,여성,학생,9,아니오,아니오,네,필로우,수면 유도,다음말 에너지가 많이 쓰이는 일정이 잡혀있는 경우,핸드폰을 하다 한참 시간이 지난 뒤 잠듦,,
12-8-2021 22:14:24,19,여성,학생,1,예,예,아니오,,,,,시험기간,발라드 들으면서 자기
12-8-2021 22:15:26,24,남성,학생,3,아니오,아니오,아니오,,,,,시험기간 조금 잘 때,과학 동영상 시청
12-8-2021 22:18:57,26,여성,학생,10,아니오,아니오,아니오,,,,,항상...,그냥 불끄고 눈을 감고 있습니다
12-8-2021 22:19:39,20,여성,학생,9,아니오,아니오,아니오,,,,,다음날 일찍 일어나야 할 때,잠이 올때까지 자지않는다
12-8-2021 22:21:02,26,여성,학생,5,아니오,아니오,아니오,,,,,약속 전날,눈을 감고 스트레칭을 합니다
12-8-2021 22:21:49,23,여성,학생,8,예,예,네,오토슬립,"수면 분석 리포트, 코골이, 이갈이 등 녹음",평상시,오디오북을 틀어놓고 듣다가 잠에 듭니다,,
12-8-2021 22:25:37,20,여성,학생,7,아니오,아니오,아니오,,,,,내일 일이 있을 때,
12-8-2021 22:29:43,20,여성,학생,8,아니오,아니오,아니오,,,,,약속이 있는 날,잠이 올 때까지 깨있는다
12-8-2021 22:31:12,23,여성,학생,9,예,예,아니오,,,,,"시험기간,평소",밤샘
12-8-2021 22:34:16,24,여성,학생,3,아니오,아니오,아니오,,,,,"시험 기간, 카페인 과섭취 시",안정될 수 있는 호흡법을 사용한다
12-8-2021 22:34:44,만 20세,여성,학생,7,예,예,네,샤오미 미밴드에 있는 수면분석,수면 모니터링,생리 기간,그냥 눈감고 누워있는다.,,
12-8-2021 22:34:45,23,남성,학생,7,아니오,아니오,아니오,,,,,시험기간,억지로 눈을 감는다
12-8-2021 22:35:41,20,여성,학생,7,아니오,아니오,네,슬립사이클,"수면 모니터링, 수면 분석 리포트, 코골이, 이갈이 등 녹음",시험기간,눈을 피곤하게해서 잠을 잡니다,,
12-8-2021 22:39:35,24,여성,학생,4,아니오,아니오,아니오,,,,,알바가기 전,노래 듣기
12-8-2021 22:41:14,20,여성,학생,5,예,아니오,아니오,,,,,"질문의 문장 의미 파악을 못 했다 / 잠이 절실한 기간은 시험기간, 잠을 많이 자고 싶은 순간은 매일이다. / 시험기간에는 잠을 잘 때도 가끔 심장이 떨리거나 머리가 아파 잠을 어렵게 잘 때가 있다.",그냥 눈을 감는다....
12-8-2021 22:43:19,27,여성,학생,4,아니오,아니오,아니오,,,,,점심식사 직후,유튜브로 잠잘오는 영상을 본다
12-8-2021 22:43:26,21,여성,학생,3,아니오,아니오,아니오,,,,,스트레스 받을 때,물고기를 본다
12-8-2021 22:48:03,23,여성,학생,8,예,아니오,아니오,,,,,매일매일 규칙적인 생활패턴 유지를 위해,브레이너제이 유투브 7시간반 비행기 asmr 틀어놓음 (유일하게 잠이 깨지않는)
12-8-2021 22:49:44,23,남성,학생,7,예,아니오,아니오,,,,,체력이 떨어질따,수면음악재생
12-8-2021 22:50:43,25,남성,학생,7,예,예,아니오,,,,,시험 기간,낮잠이라도 자려도함
12-8-2021 22:53:13,26,여성,학생,7,예,예,네,오토슬립,"알람, 수면 모니터링",시험기간,눈을 감고 누워 있는다,,
